turk_uydu,cop_parca,cop_kaynak,mesafe_t0_km,hiz_t0_km_s,tahmin_t24_km,gercek_t24_km,hata_km,hiz_t24_km_s,delta_mesafe_km,cop_inclination_deg,cop_eccentricity,cop_sma_km,cop_perigee_km,cop_apogee_km,roket_govdesi,malzeme,yanma_orani,yere_dusme_riski,orbital_risk_skoru,bilesik_risk_skoru,risk_sinifi,trend,hesap_utc
GOKTURK 2,STARLINK-34992,aktif_uydular,5178.44,15.091,2987.48,1344.78,-1642.7,14.313,-3833.66,53.1609,0.0001,6853.3397,481.4584,483.221,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35999,aktif_uydular,12698.18,15.131,2991.94,2605.05,-386.89,6.756,-10093.13,53.1602,0.0001,6853.3425,481.6819,483.0032,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5680,aktif_uydular,10691.65,15.048,2997.3,2854.83,-142.47,9.824,-7836.82,42.999,0.0002,6879.9007,507.7696,510.0317,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5654,aktif_uydular,8412.51,14.968,3002.2,1795.72,-1206.48,12.541,-6616.79,43.0001,0.0002,6863.7077,491.6706,493.7448,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36157,aktif_uydular,12709.97,15.102,3002.75,3291.01,288.26,6.966,-9418.96,53.1601,0.0001,6853.3506,481.718,482.9831,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32394,aktif_uydular,5108.23,15.041,3003.57,1110.91,-1892.66,14.247,-3997.32,42.9999,0.0001,6861.1763,489.3269,491.0257,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32050,aktif_uydular,6363.23,14.509,3006.9,545.09,-2461.81,13.377,-5818.13,53.161,0.0001,6853.4024,481.7883,483.0164,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5736,aktif_uydular,11728.0,14.916,3010.36,1270.21,-1740.15,8.1,-10457.79,42.9994,0.0002,6863.7629,491.5892,493.9366,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-34699,aktif_uydular,9251.42,14.33,3013.13,2525.27,-487.86,11.813,-6726.15,53.1587,0.0001,6853.345,481.7975,482.8926,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36144,aktif_uydular,6631.54,15.065,3013.88,2905.24,-108.64,13.462,-3726.31,43.0007,0.0002,6858.6422,486.315,488.9693,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30501,aktif_uydular,10056.4,14.896,3016.23,3420.57,404.34,11.072,-6635.84,43.003,0.0001,6862.6435,490.6821,492.605,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32246,aktif_uydular,4128.83,15.149,3019.7,2802.22,-217.48,14.275,-1326.61,53.161,0.0001,6853.3438,481.5783,483.1094,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32592,aktif_uydular,6469.66,15.141,3021.39,1515.38,-1506.01,13.634,-4954.28,42.9984,0.0002,6861.1666,488.944,491.3893,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33939,aktif_uydular,4224.88,15.16,3021.53,2524.07,-497.46,14.312,-1700.81,53.1581,0.0001,6853.4852,481.817,483.1534,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5B,COSMOS 2520,aktif_uydular,2216.67,0.162,3024.35,2224.88,-799.47,0.162,8.22,0.0246,0.0001,42163.9095,35788.8575,35796.9614,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31217,aktif_uydular,7925.18,14.982,3026.96,3044.6,17.64,12.85,-4880.57,43.0,0.0002,6861.208,489.1569,491.2592,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30250,aktif_uydular,11758.3,14.822,3030.43,4275.23,1244.8,8.88,-7483.07,42.9993,0.0001,6861.1928,489.5726,490.8131,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-34889,aktif_uydular,6868.68,14.38,3030.65,891.68,-2138.97,12.713,-5977.0,53.1548,0.0001,6853.3338,481.7013,482.9664,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32254,aktif_uydular,4493.83,14.989,3040.82,435.47,-2605.35,14.595,-4058.36,53.1594,0.0001,6853.4157,481.7379,483.0935,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32048,aktif_uydular,11370.28,15.016,3042.8,3376.54,333.74,9.823,-7993.73,53.1602,0.0001,6853.3585,481.6389,483.0781,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34700,aktif_uydular,12272.02,14.92,3045.66,834.7,-2210.96,7.175,-11437.32,53.1567,0.0001,6853.3598,481.6738,483.0458,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35165,aktif_uydular,11744.55,14.979,3048.41,4334.81,1286.4,9.338,-7409.74,53.1603,0.0001,6853.3476,481.7712,482.9239,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35962,aktif_uydular,7687.4,15.021,3050.36,1285.02,-1765.34,13.092,-6402.38,43.0027,0.0001,6861.1523,489.2418,491.0628,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35828,aktif_uydular,4947.38,15.12,3052.79,2609.09,-443.7,14.2,-2338.29,53.1588,0.0002,6853.3404,481.2082,483.4726,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30831,aktif_uydular,4310.68,15.135,3059.93,1187.49,-1872.44,14.497,-3123.19,53.1595,0.0001,6853.3612,481.682,483.0403,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31855,aktif_uydular,7564.04,14.944,3060.44,1402.63,-1657.81,13.185,-6161.41,43.0023,0.0001,6861.1189,489.168,491.0699,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30231,aktif_uydular,11930.14,14.938,3061.65,1095.39,-1966.26,7.657,-10834.74,43.0038,0.0001,6863.6817,491.8272,493.5362,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-2590,aktif_uydular,7158.38,14.433,3069.95,372.81,-2697.14,12.736,-6785.57,53.1586,0.0001,6853.3489,481.7684,482.9294,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33577,aktif_uydular,11671.75,14.978,3074.62,2452.45,-622.17,9.146,-9219.3,53.1572,0.0001,6853.3905,481.5105,483.2705,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 3A,AZERSPACE 1,aktif_uydular,2912.9,0.214,3076.79,2911.77,-165.02,0.213,-1.13,0.0151,0.0001,42164.8222,35788.7962,35798.8483,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5B,AZERSPACE 1,aktif_uydular,2923.32,0.213,3076.79,2922.76,-154.03,0.213,-0.56,0.0151,0.0001,42164.8222,35788.7962,35798.8483,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36494,aktif_uydular,10667.89,14.81,3079.61,2205.26,-874.35,10.223,-8462.63,43.0007,0.0001,6861.1278,489.2208,491.0349,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30158,aktif_uydular,6239.24,15.145,3079.68,1610.32,-1469.36,13.711,-4628.91,43.0067,0.0003,6861.208,488.0728,492.3432,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-35803,aktif_uydular,5384.54,13.857,3081.25,3507.53,426.28,13.103,-1877.02,42.9988,0.0,6861.3412,490.0866,490.5957,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35567,aktif_uydular,8873.22,14.982,3081.31,1777.32,-1303.99,12.241,-7095.9,43.0022,0.0004,6861.1599,487.4834,492.8364,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33594,aktif_uydular,11384.91,15.006,3096.93,3765.27,668.34,9.856,-7619.64,53.1565,0.0001,6853.3455,481.7342,482.9568,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34494,aktif_uydular,12049.4,14.704,3096.97,1803.25,-1293.72,7.707,-10246.16,53.1596,0.0001,6853.3545,481.7295,482.9796,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5683,aktif_uydular,10392.08,15.021,3106.48,2941.15,-165.33,10.728,-7450.93,43.0017,0.0002,6869.1835,496.9834,499.3835,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35075,aktif_uydular,12272.51,15.033,3109.86,4147.93,1038.07,8.303,-8124.58,53.1571,0.0001,6853.3243,481.7096,482.9391,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5858,aktif_uydular,8688.76,13.662,3117.99,2983.21,-134.78,11.482,-5705.55,42.9995,0.0002,6875.906,503.4751,506.3368,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30465,aktif_uydular,9414.9,14.901,3119.49,3366.44,246.95,11.712,-6048.45,42.9994,0.0001,6863.6484,491.9242,493.3725,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5646,aktif_uydular,5131.32,14.126,3120.18,2955.77,-164.41,13.839,-2175.55,43.0001,0.0002,6873.7914,501.207,504.3758,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-11412 [DTC],aktif_uydular,6845.06,1.123,3120.43,615.8,-2504.63,8.0,-6229.26,42.9987,0.0005,6734.7219,360.4374,367.0064,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30887,aktif_uydular,12774.99,15.046,3122.88,3722.77,599.89,6.901,-9052.22,53.161,0.0001,6853.3828,481.644,483.1216,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0180,aktif_uydular,14227.73,14.19,3123.08,988.26,-2134.82,5.102,-13239.47,87.8957,0.0002,7583.9228,1211.5121,1214.3334,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34401,aktif_uydular,6184.6,14.97,3123.32,1591.2,-1532.12,14.048,-4593.4,53.1587,0.0001,6853.4389,481.4692,483.4087,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32845,aktif_uydular,5581.66,14.531,3124.98,857.04,-2267.94,13.849,-4724.62,53.1575,0.0001,6853.3834,481.9488,482.8179,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0101,aktif_uydular,14426.31,14.439,3128.2,2480.55,-647.65,2.622,-11945.76,87.9018,0.0002,7587.8975,1215.4885,1218.3066,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0101,aktif_uydular,14277.26,14.42,3128.2,1710.08,-1418.12,3.153,-12567.18,87.9018,0.0002,7587.8975,1215.4885,1218.3066,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0151,aktif_uydular,14473.44,14.709,3128.2,1573.54,-1554.66,2.985,-12899.9,87.9017,0.0002,7587.8982,1215.4921,1218.3042,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5710,aktif_uydular,9510.3,13.603,3130.63,2025.58,-1105.05,12.369,-7484.73,42.9997,0.0002,6874.2132,501.718,504.7083,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36660,aktif_uydular,6630.58,15.048,3131.09,3051.97,-79.12,13.448,-3578.6,43.0008,0.0001,6858.6293,487.001,488.2575,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,YAOGAN-35 05C,aktif_uydular,6386.65,15.128,3133.76,914.44,-2219.32,13.669,-5472.2,34.9909,0.0004,6877.0402,503.3767,508.7036,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31207,aktif_uydular,12486.09,14.831,3148.59,3863.24,714.65,7.247,-8622.85,43.0002,0.0001,6861.1916,489.5446,490.8386,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0197,aktif_uydular,14401.37,14.042,3150.89,2611.72,-539.17,5.289,-11789.65,87.8954,0.0001,7583.9226,1211.9063,1213.9388,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0198,aktif_uydular,14407.66,14.066,3155.31,2453.71,-701.6,5.24,-11953.95,87.895,0.0002,7583.9252,1211.41,1214.4405,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34416,aktif_uydular,11879.74,15.017,3157.31,4147.31,990.0,9.078,-7732.43,53.1588,0.0001,6853.3621,481.3807,483.3435,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36797,aktif_uydular,2032.64,2.722,3161.45,2316.19,-845.26,2.017,283.55,97.2828,0.0004,6721.9417,348.4788,353.4047,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0333,aktif_uydular,14642.91,14.657,3165.07,1315.05,-1850.02,1.264,-13327.86,87.9006,0.0002,7587.9091,1215.6267,1218.1914,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-6170,aktif_uydular,6594.4,15.112,3171.92,615.75,-2556.17,13.627,-5978.65,43.0004,0.0002,6863.6456,491.2688,494.0225,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5A,EUTELSAT 33F,aktif_uydular,1783.39,0.131,3174.12,1793.1,-1381.02,0.131,9.71,1.4519,0.0003,42164.2551,35778.6452,35807.865,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0108,aktif_uydular,14260.31,14.547,3174.13,3514.89,340.76,4.23,-10745.42,87.9021,0.0002,7587.9024,1215.743,1218.0618,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36472,aktif_uydular,4538.91,14.97,3174.37,1842.92,-1331.45,14.415,-2695.99,43.004,0.0001,6861.2087,489.7469,490.6704,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 3A,SYRACUSE 4A,aktif_uydular,2559.96,0.188,3174.96,2554.18,-620.78,0.188,-5.77,0.0179,0.0001,42165.3078,35789.969,35798.6466,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4A,SYRACUSE 4A,aktif_uydular,2587.67,0.188,3174.96,2591.33,-583.63,0.189,3.66,0.0179,0.0001,42165.3078,35789.969,35798.6466,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5B,SYRACUSE 4A,aktif_uydular,2570.16,0.188,3174.96,2564.94,-610.02,0.187,-5.23,0.0179,0.0001,42165.3078,35789.969,35798.6466,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 6A,SYRACUSE 4A,aktif_uydular,2579.21,0.188,3174.96,2573.04,-601.92,0.188,-6.17,0.0179,0.0001,42165.3078,35789.969,35798.6466,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30803,aktif_uydular,4321.98,15.115,3177.54,3207.53,29.99,14.167,-1114.46,53.1604,0.0001,6853.4325,481.6745,483.1905,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 3A,COSMOS 2520,aktif_uydular,2206.32,0.162,3180.35,2213.95,-966.4,0.163,7.64,0.0246,0.0001,42163.9095,35788.8575,35796.9614,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 6A,COSMOS 2520,aktif_uydular,2226.05,0.162,3180.35,2233.3,-947.05,0.163,7.25,0.0246,0.0001,42163.9095,35788.8575,35796.9614,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-35284,aktif_uydular,7519.8,14.445,3182.41,686.39,-2496.02,12.69,-6833.41,53.1575,0.0001,6853.4704,482.0633,482.8775,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36538,aktif_uydular,9991.08,14.996,3182.69,1866.44,-1316.25,11.159,-8124.63,42.9991,0.0002,6861.1122,488.9986,491.2257,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30146,aktif_uydular,6630.86,14.966,3195.67,1075.8,-2119.87,13.686,-5555.06,43.0014,0.0002,6861.1724,488.9277,491.417,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33546,aktif_uydular,4203.36,14.969,3200.0,2854.41,-345.59,14.301,-1348.95,43.0022,0.0002,6861.1503,488.8227,491.478,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-11576 [DTC],aktif_uydular,7608.61,1.71,3203.68,774.81,-2428.87,8.76,-6833.8,42.9986,0.0008,6734.6489,358.0087,369.2892,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34898,aktif_uydular,12828.78,14.995,3206.84,2095.28,-1111.56,5.707,-10733.51,53.1575,0.0001,6853.3532,481.7871,482.9193,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32945,aktif_uydular,12177.46,14.928,3208.61,3658.79,450.18,7.974,-8518.67,43.0008,0.0002,6861.1793,488.9621,491.3965,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32730,aktif_uydular,7561.12,14.43,3212.53,512.09,-2700.44,12.581,-7049.02,53.1569,0.0001,6853.4607,481.8315,483.0898,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0653,aktif_uydular,14345.99,14.201,3213.08,993.32,-2219.76,5.016,-13352.67,87.8953,0.0002,7583.923,1211.749,1214.0969,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0172,aktif_uydular,14401.72,14.664,3213.97,2532.27,-681.7,3.528,-11869.46,87.9012,0.0002,7587.8973,1215.4753,1218.3192,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32046,aktif_uydular,11744.56,14.895,3216.14,2248.79,-967.35,8.891,-9495.77,53.1599,0.0001,6853.3577,481.6107,483.1047,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-1727,aktif_uydular,7226.62,1.562,3218.61,1837.2,-1381.41,8.35,-5389.42,53.0416,0.0007,6726.6889,350.8389,360.5388,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-2571,aktif_uydular,12020.44,14.73,3225.86,1877.19,-1348.67,7.876,-10143.25,53.1597,0.0001,6853.3864,481.4646,483.3081,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35671,aktif_uydular,4081.7,15.151,3230.45,1518.88,-1711.57,14.502,-2562.82,53.1582,0.0001,6853.2631,481.4222,483.104,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,BEESAT-1,aktif_uydular,202.43,0.202,3230.93,1690.96,-1539.97,1.8,1488.52,98.4013,0.0006,7066.2371,690.7854,699.6889,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,PUNCH-WFI 3 (SMEX 15D),aktif_uydular,826.3,1.727,3233.14,1762.2,-1470.94,0.998,935.9,97.9546,0.0011,7025.6532,646.6748,662.6315,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
